Gender,Age,CGPA,Matriculation Percentage,Intermediate Percentage,Data Structures And Algorithm Marks,DBMS Marks,Number of backlogs,Number of Reappears,History of Reappear/Backlogs,Programming proficiency,GitHub total repositories,GitHub commits/month,Experience with frameworks,English proficiency,Coding practice hours/week,Aptitude score,Attandance,Recommended Career
Male,20,4.1,79.2,82.5,69.0,74.0,1.0,0.0,Average understanding of computer graphics.,Intermediate,5.0,11.0,Django,Good,11.0,21.0,47.0,Software Engineer
Female,19,3.7,71.3,74.9,52.0,57.0,4.0,2.0,Struggles with data visualization techniques.,Beginner,2.0,4.0,"SQLAlchemy, Prisma, Hibernate",Average,6.0,9.0,43.0,Software Engineer
Male,23,5.2,94.6,96.1,95.0,98.0,0.0,0.0,Excellent problem-solving and debugging skills.,Advanced,17.0,48.0,Angular,Excellent,36.0,47.0,59.0,Software Engineer
Female,21,4.3,81.5,84.9,74.0,79.0,1.0,0.0,Good understanding of software testing methodologies.,Intermediate,7.0,18.0,React,Good,17.0,27.0,52.0,Software Engineer
Male,20,4.8,85.0,92.0,88.0,95.0,0.0,0.0,Interested in cloud computing.,Advanced,12.0,45.0,React,Excellent,30.0,42.0,55.0,Software Engineer
Female,21,5.1,90.0,95.0,92.0,89.0,0.0,0.0,Passionate about data science.,Intermediate,8.0,25.0,Node,Good,25.0,38.0,58.0,Software Engineer
Male,19,4.2,78.0,85.0,75.0,80.0,1.0,1.0,Exploring web development.,Beginner,3.0,10.0,"SQLAlchemy, Prisma, Hibernate",Average,15.0,30.0,48.0,Software Engineer
Female,22,4.5,82.0,88.0,85.0,90.0,0.0,0.0,Focused on machine learning.,Intermediate,10.0,30.0,Django,Good,28.0,35.0,52.0,Software Engineer
Male,20,3.8,75.0,80.0,68.0,72.0,2.0,1.0,Interested in cybersecurity.,Beginner,1.0,5.0,"SQLAlchemy, Prisma, Hibernate",Average,10.0,25.0,45.0,Software Engineer
Female,21,5.0,88.0,93.0,90.0,94.0,0.0,0.0,Data structures enthusiast.,Advanced,15.0,50.0,Angular,Excellent,35.0,45.0,57.0,Software Engineer
Male,22,4.3,80.0,86.0,78.0,82.0,1.0,0.0,Loves problem-solving.,Intermediate,7.0,20.0,React,Good,22.0,32.0,50.0,Software Engineer
Female,19,3.9,76.0,82.0,70.0,75.0,2.0,2.0,Learning mobile development.,Beginner,2.0,8.0,"SQLAlchemy, Prisma, Hibernate",Average,12.0,28.0,46.0,Software Engineer
Male,20,4.7,84.0,90.0,86.0,92.0,0.0,0.0,Exploring cloud technologies.,Intermediate,11.0,35.0,Node,Good,32.0,40.0,54.0,Software Engineer
Female,21,5.2,91.0,96.0,93.0,91.0,0.0,0.0,AI and Robotics enthusiast.,Advanced,18.0,55.0,Django,Excellent,38.0,47.0,59.0,Software Engineer
Male,22,4.0,77.0,83.0,72.0,78.0,1.0,1.0,Web development newbie.,Beginner,4.0,12.0,"SQLAlchemy, Prisma, Hibernate",Average,18.0,27.0,49.0,Software Engineer
Female,19,4.6,83.0,89.0,84.0,88.0,0.0,0.0,Interested in full-stack development.,Intermediate,9.0,28.0,React,Good,26.0,34.0,51.0,Software Engineer
Male,20,3.7,74.0,79.0,65.0,70.0,3.0,2.0,Exploring ethical hacking.,Beginner,0.0,2.0,"SQLAlchemy, Prisma, Hibernate",Poor,8.0,23.0,43.0,Software Engineer
Female,21,4.9,87.0,91.0,89.0,93.0,0.0,0.0,Machine learning fanatic.,Advanced,14.0,48.0,Angular,Excellent,36.0,44.0,56.0,Software Engineer
Male,22,4.4,81.0,87.0,79.0,84.0,1.0,0.0,Loves coding challenges.,Intermediate,6.0,18.0,Node,Good,20.0,31.0,47.0,Software Engineer
Female,19,4.1,78.0,84.0,73.0,77.0,2.0,1.0,Mobile development aspirant.,Beginner,3.0,9.0,"SQLAlchemy, Prisma, Hibernate",Average,14.0,29.0,44.0,Software Engineer
Male,20,4.5,82.0,88.0,83.0,87.0,0.0,0.0,Cloud and DevOps enthusiast.,Intermediate,10.0,32.0,React,Good,30.0,39.0,53.0,Software Engineer
Female,21,5.3,92.0,97.0,94.0,90.0,0.0,0.0,Passionate about AI research.,Advanced,19.0,58.0,Django,Excellent,40.0,48.0,60.0,Software Engineer
Male,22,3.6,73.0,78.0,63.0,68.0,4.0,3.0,Interested in game development.,Beginner,1.0,3.0,"SQLAlchemy, Prisma, Hibernate",Poor,6.0,21.0,42.0,Software Engineer
Female,19,4.7,85.0,91.0,87.0,91.0,0.0,0.0,Exploring web technologies.,Intermediate,12.0,38.0,Angular,Good,34.0,41.0,55.0,Software Engineer
Male,20,4.9,86.0,92.0,89.0,93.0,0.0,0.0,Cloud security enthusiast.,Advanced,16.0,52.0,React,Excellent,39.0,46.0,58.0,Software Engineer
Female,21,4.3,80.0,86.0,77.0,81.0,1.0,0.0,Loves data analysis.,Intermediate,5.0,15.0,Node,Good,21.0,33.0,49.0,Software Engineer
Male,22,3.8,75.0,81.0,67.0,71.0,3.0,2.0,Interested in UI/UX design.,Beginner,2.0,7.0,"SQLAlchemy, Prisma, Hibernate",Average,11.0,26.0,45.0,Software Engineer
Female,19,5.1,89.0,94.0,91.0,95.0,0.0,0.0,Machine learning and NLP.,Advanced,17.0,55.0,Django,Excellent,37.0,45.0,57.0,Software Engineer
Male,20,4.0,76.0,82.0,71.0,76.0,2.0,1.0,Exploring embedded systems.,Beginner,4.0,11.0,"SQLAlchemy, Prisma, Hibernate",Average,17.0,29.0,46.0,Software Engineer
Male,20,4.8,89.0,92.0,85.0,90.0,0.0,0.0,Consistently performed well in algorithms.,Intermediate,8.0,25.0,React,Good,20.0,35.0,55.0,Software Engineer
Female,19,5.2,94.0,96.0,92.0,95.0,0.0,0.0,Strong in data structures and algorithms.,Advanced,15.0,40.0,Node,Excellent,30.0,42.0,58.0,Software Engineer
Male,21,4.0,78.0,82.0,65.0,70.0,2.0,1.0,Struggled with some core concepts initially.,Beginner,2.0,5.0,"SQLAlchemy, Prisma, Hibernate",Average,5.0,20.0,48.0,Software Engineer
Female,20,4.5,85.0,88.0,78.0,82.0,1.0,0.0,Improved significantly over the semesters.,Intermediate,5.0,15.0,Django,Good,15.0,30.0,52.0,Software Engineer
Male,22,3.8,72.0,75.0,55.0,60.0,3.0,2.0,Faced difficulties with database management.,Beginner,1.0,2.0,"SQLAlchemy, Prisma, Hibernate",Poor,3.0,15.0,45.0,Software Engineer
Female,19,5.0,91.0,93.0,90.0,93.0,0.0,0.0,Excellent problem-solving skills.,Advanced,12.0,35.0,Angular,Excellent,25.0,40.0,57.0,Software Engineer
Male,20,4.3,80.0,85.0,70.0,75.0,1.0,1.0,Focused on improving coding skills.,Intermediate,4.0,10.0,React,Average,10.0,25.0,50.0,Software Engineer
Female,21,3.6,70.0,73.0,50.0,55.0,4.0,3.0,Struggled with maintaining consistent performance.,Beginner,0.0,0.0,"SQLAlchemy, Prisma, Hibernate",Poor,2.0,10.0,42.0,Software Engineer
Male,22,4.7,87.0,90.0,82.0,88.0,0.0,0.0,Strong understanding of object-oriented programming.,Intermediate,7.0,20.0,Node,Good,18.0,33.0,54.0,Software Engineer
Female,19,5.1,93.0,95.0,95.0,91.0,0.0,0.0,Consistently excelled in all subjects.,Advanced,14.0,45.0,Django,Excellent,32.0,43.0,59.0,Software Engineer
Male,20,4.1,79.0,83.0,68.0,72.0,2.0,1.0,Showed improvement in analytical skills.,Intermediate,3.0,8.0,"SQLAlchemy, Prisma, Hibernate",Average,8.0,22.0,49.0,Software Engineer
Female,21,3.9,75.0,78.0,58.0,63.0,3.0,2.0,Had difficulty grasping complex algorithms.,Beginner,1.0,3.0,"SQLAlchemy, Prisma, Hibernate",Poor,4.0,12.0,44.0,Software Engineer
Male,22,4.6,86.0,89.0,80.0,85.0,0.0,0.0,Good grasp of database concepts.,Intermediate,6.0,17.0,React,Good,16.0,31.0,53.0,Software Engineer
Female,19,5.3,95.0,97.0,93.0,96.0,0.0,0.0,Exceptional problem-solving abilities.,Advanced,16.0,50.0,Angular,Excellent,35.0,45.0,60.0,Software Engineer
Male,20,4.2,81.0,84.0,71.0,76.0,1.0,0.0,Regular practice improved his coding skills.,Intermediate,4.0,12.0,Node,Average,12.0,26.0,51.0,Software Engineer
Female,21,3.7,71.0,74.0,52.0,57.0,4.0,3.0,Faced challenges with data structures.,Beginner,0.0,1.0,"SQLAlchemy, Prisma, Hibernate",Poor,3.0,11.0,43.0,Software Engineer
Male,22,4.9,88.0,91.0,87.0,92.0,0.0,0.0,Consistent performer with strong analytical skills.,Intermediate,9.0,28.0,Django,Good,22.0,36.0,56.0,Software Engineer
Female,19,5.4,96.0,98.0,94.0,97.0,0.0,0.0,Outstanding performance in all areas.,Advanced,17.0,55.0,React,Excellent,38.0,46.0,60.0,Software Engineer
Male,20,4.4,82.0,86.0,73.0,78.0,1.0,0.0,Showed consistent improvement in coding.,Intermediate,5.0,14.0,Angular,Average,14.0,28.0,52.0,Software Engineer
Female,21,3.5,69.0,72.0,48.0,53.0,5.0,3.0,Struggled with several core subjects.,Beginner,0.0,0.0,"SQLAlchemy, Prisma, Hibernate",Poor,1.0,9.0,41.0,Software Engineer
Male,22,4.8,89.0,92.0,84.0,89.0,0.0,0.0,Good problem-solving skills and strong fundamentals.,Intermediate,8.0,23.0,Node,Good,19.0,34.0,55.0,Software Engineer
Female,19,5.2,94.0,96.0,91.0,94.0,0.0,0.0,Exceptional analytical and problem-solving skills.,Advanced,13.0,42.0,Django,Excellent,31.0,44.0,58.0,Software Engineer
Male,20,4.0,77.0,81.0,63.0,68.0,2.0,1.0,Faced challenges with complex coding concepts.,Beginner,2.0,6.0,"SQLAlchemy, Prisma, Hibernate",Average,6.0,18.0,47.0,Web Developer
Female,21,3.8,73.0,76.0,56.0,61.0,3.0,2.0,Needs to improve consistency and focus.,Beginner,1.0,4.0,"SQLAlchemy, Prisma, Hibernate",Poor,5.0,14.0,46.0,Software Engineer
Female,22,4.6,85.0,88.0,79.0,83.0,0.0,0.0,Demonstrated strong coding abilities.,Intermediate,7.0,19.0,React,Good,17.0,32.0,54.0,Software Engineer
Female,20,4.8,89.0,92.0,85.0,90.0,0.0,0.0,Interested in cloud computing.,Advanced,12.0,35.0,React,Excellent,25.0,42.0,55.0,Software Engineer
Male,21,4.2,78.0,82.0,70.0,75.0,1.0,1.0,Exploring cybersecurity.,Intermediate,5.0,15.0,Node,Good,15.0,30.0,50.0,Software Engineer
Female,19,5.1,94.0,96.0,95.0,98.0,0.0,0.0,Passionate about AI.,Advanced,18.0,50.0,Django,Excellent,30.0,48.0,58.0,Software Engineer
Male,22,3.8,72.0,75.0,60.0,65.0,2.0,2.0,Interested in game development.,Beginner,2.0,5.0,"SQLAlchemy, Prisma, Hibernate",Average,10.0,20.0,45.0,Software Engineer
Female,20,4.5,85.0,88.0,80.0,85.0,0.0,0.0,Learning data science.,Intermediate,8.0,25.0,Angular,Good,20.0,35.0,52.0,Software Engineer
Male,21,4.0,75.0,78.0,65.0,70.0,1.0,1.0,Focusing on web development.,Intermediate,4.0,10.0,React,Average,12.0,25.0,48.0,Software Engineer
Female,20,4.9,90.0,93.0,92.0,95.0,0.0,0.0,Enthusiastic about machine learning.,Advanced,15.0,40.0,Node,Excellent,28.0,45.0,56.0,Software Engineer
Male,22,3.6,70.0,73.0,55.0,60.0,3.0,2.0,Exploring mobile app development.,Beginner,1.0,2.0,"SQLAlchemy, Prisma, Hibernate",Poor,5.0,15.0,42.0,Software Engineer
Female,19,5.2,95.0,97.0,98.0,99.0,0.0,0.0,Deeply interested in AI research.,Advanced,19.0,55.0,Django,Excellent,35.0,49.0,59.0,Software Engineer
Male,21,4.1,77.0,80.0,68.0,72.0,1.0,1.0,Interested in database management.,Intermediate,6.0,12.0,React,Good,14.0,28.0,49.0,Software Engineer
Female,20,4.7,87.0,90.0,83.0,88.0,0.0,0.0,Learning full-stack development.,Advanced,10.0,30.0,Angular,Excellent,23.0,40.0,54.0,Software Engineer
Male,22,3.9,73.0,76.0,62.0,67.0,2.0,2.0,Exploring cloud technologies.,Beginner,3.0,7.0,"SQLAlchemy, Prisma, Hibernate",Average,8.0,22.0,46.0,Web Developer
Female,19,5.0,92.0,94.0,94.0,97.0,0.0,0.0,Passionate about data analytics.,Advanced,17.0,45.0,Node,Excellent,32.0,47.0,57.0,Software Engineer
Male,21,4.3,79.0,83.0,72.0,77.0,0.0,1.0,Focusing on software engineering.,Intermediate,7.0,18.0,React,Good,17.0,32.0,51.0,Software Engineer
Female,20,4.6,86.0,89.0,81.0,86.0,0.0,0.0,Interested in UI/UX design.,Advanced,9.0,27.0,Django,Excellent,21.0,38.0,53.0,Software Engineer
Male,22,3.7,71.0,74.0,58.0,63.0,3.0,2.0,Exploring network security.,Beginner,0.0,1.0,"SQLAlchemy, Prisma, Hibernate",Poor,6.0,18.0,43.0,Software Engineer
Female,19,5.3,96.0,98.0,99.0,100.0,0.0,0.0,Deeply interested in AI ethics.,Advanced,20.0,60.0,Angular,Excellent,40.0,50.0,60.0,Software Engineer
Male,21,4.4,80.0,84.0,74.0,79.0,1.0,0.0,Interested in DevOps.,Intermediate,8.0,20.0,Node,Good,19.0,34.0,52.0,Software Engineer
Female,20,4.8,88.0,91.0,84.0,89.0,0.0,0.0,Learning mobile development.,Advanced,11.0,33.0,React,Excellent,26.0,41.0,55.0,Software Engineer
Male,22,3.5,69.0,72.0,50.0,55.0,4.0,3.0,Exploring system administration.,Beginner,0.0,0.0,"SQLAlchemy, Prisma, Hibernate",Poor,4.0,10.0,40.0,Software Engineer
Female,19,5.4,97.0,99.0,97.0,96.0,0.0,0.0,Enthusiastic about theoretical computer science.,Advanced,16.0,53.0,Django,Excellent,37.0,46.0,59.0,Software Engineer
Male,21,4.2,76.0,81.0,69.0,73.0,1.0,1.0,Interested in embedded systems.,Intermediate,5.0,13.0,React,Good,13.0,29.0,47.0,Software Engineer
Female,20,4.9,89.0,92.0,91.0,94.0,0.0,0.0,Learning cloud infrastructure.,Advanced,14.0,38.0,Node,Excellent,27.0,44.0,56.0,Software Engineer
Male,22,3.8,74.0,77.0,61.0,66.0,2.0,2.0,Exploring database design.,Beginner,2.0,4.0,"SQLAlchemy, Prisma, Hibernate",Average,9.0,21.0,44.0,Web Developer
Female,19,5.1,93.0,95.0,96.0,97.0,0.0,0.0,Deeply interested in quantum computing.,Advanced,17.0,51.0,Angular,Excellent,33.0,48.0,58.0,Software Engineer
Male,20,4.8,85.0,92.0,88.0,95.0,0.0,0.0,Placed 2nd in inter-college coding competition.,Advanced,12.0,45.0,React,Excellent,35.0,42.0,55.0,Software Engineer
Female,21,5.2,90.0,95.0,92.0,89.0,0.0,0.0,Active member of the college coding club.,Advanced,15.0,52.0,Node,Excellent,38.0,45.0,58.0,Software Engineer
Male,22,3.9,78.0,82.0,70.0,65.0,2.0,1.0,Worked on a minor project on image processing.,Intermediate,5.0,18.0,"SQLAlchemy, Prisma, Hibernate",Average,15.0,28.0,48.0,Software Engineer
Female,19,4.5,82.0,88.0,85.0,80.0,0.0,0.0,Interested in web development.,Intermediate,8.0,25.0,Django,Good,25.0,35.0,52.0,Software Engineer
Male,23,3.6,75.0,79.0,60.0,55.0,3.0,2.0,Struggled with data structures initially.,Beginner,2.0,8.0,"SQLAlchemy, Prisma, Hibernate",Average,10.0,20.0,45.0,Software Engineer
Female,20,4.9,88.0,93.0,90.0,92.0,0.0,0.0,Led a team in a hackathon.,Advanced,18.0,58.0,Angular,Excellent,40.0,48.0,59.0,Software Engineer
Male,21,4.2,80.0,85.0,75.0,70.0,1.0,0.0,Focused on competitive programming.,Intermediate,10.0,30.0,"SQLAlchemy, Prisma, Hibernate",Good,28.0,38.0,54.0,Software Engineer
Female,22,3.8,77.0,81.0,68.0,62.0,2.0,1.0,Learning mobile app development.,Beginner,4.0,12.0,"SQLAlchemy, Prisma, Hibernate",Average,12.0,25.0,47.0,Software Engineer
Male,19,4.7,86.0,91.0,86.0,88.0,0.0,0.0,Passionate about artificial intelligence.,Advanced,14.0,48.0,React,Excellent,36.0,44.0,57.0,Software Engineer
Female,23,3.5,74.0,78.0,58.0,52.0,4.0,3.0,Needs improvement in problem-solving skills.,Beginner,1.0,5.0,"AWS CDK, Terraform",Poor,8.0,18.0,44.0,Software Engineer
Male,20,5.1,89.0,94.0,91.0,94.0,0.0,0.0,Contributed to open-source projects.,Advanced,17.0,55.0,Node,Excellent,39.0,46.0,58.0,Software Engineer
Female,21,4.0,79.0,83.0,72.0,67.0,1.0,0.0,Exploring different programming languages.,Intermediate,6.0,20.0,"AWS CDK, Terraform",Good,26.0,36.0,53.0,Software Engineer
Male,22,3.7,76.0,80.0,65.0,58.0,3.0,2.0,Working on improving coding speed.,Beginner,3.0,10.0,"AWS CDK, Terraform",Average,11.0,22.0,46.0,Software Engineer
Female,19,4.6,84.0,89.0,84.0,82.0,0.0,0.0,Interested in data science.,Intermediate,9.0,28.0,Django,Good,27.0,37.0,53.0,Software Engineer
Male,23,3.4,73.0,77.0,55.0,49.0,5.0,3.0,Has difficulty understanding complex algorithms.,Beginner,0.0,3.0,"AWS CDK, Terraform",Poor,7.0,17.0,43.0,Software Engineer
Female,20,5.0,87.0,92.0,89.0,91.0,0.0,0.0,Created a personal portfolio website.,Advanced,16.0,53.0,Angular,Excellent,40.0,47.0,59.0,Software Engineer
Male,21,4.1,81.0,86.0,74.0,69.0,1.0,0.0,Focused on web development.,Intermediate,7.0,22.0,"AWS CDK, Terraform",Good,27.0,37.0,54.0,Software Engineer
Female,22,3.9,78.0,82.0,67.0,61.0,2.0,1.0,Learning front-end development.,Beginner,5.0,14.0,"AWS CDK, Terraform",Average,13.0,24.0,47.0,Software Engineer
Male,19,4.8,85.0,90.0,87.0,89.0,0.0,0.0,Passionate about machine learning.,Advanced,13.0,46.0,React,Excellent,37.0,43.0,56.0,Software Engineer
Female,23,3.6,75.0,79.0,59.0,53.0,4.0,3.0,Needs improvement in coding fundamentals.,Beginner,2.0,6.0,"AWS CDK, Terraform",Poor,9.0,19.0,44.0,Software Engineer
Male,20,5.3,91.0,96.0,93.0,96.0,0.0,0.0,Led several coding projects in college.,Advanced,19.0,59.0,Node,Excellent,40.0,49.0,60.0,Software Engineer
Female,21,4.3,82.0,87.0,76.0,72.0,0.0,0.0,Exploring cloud computing.,Intermediate,11.0,32.0,"AWS CDK, Terraform",Good,29.0,39.0,55.0,Software Engineer
Male,22,3.8,77.0,81.0,66.0,60.0,2.0,1.0,Working on personal projects.,Beginner,4.0,13.0,"AWS CDK, Terraform",Average,12.0,23.0,46.0,Software Engineer
Female,19,4.7,84.0,89.0,83.0,81.0,0.0,0.0,Interested in cybersecurity.,Intermediate,10.0,29.0,Django,Good,28.0,38.0,54.0,Software Engineer
Male,23,3.5,74.0,78.0,57.0,51.0,5.0,3.0,Has a lot to improve in programming skills.,Beginner,1.0,4.0,"AWS CDK, Terraform",Poor,6.0,16.0,43.0,Software Engineer
Male,20,4.8,88.0,92.0,85.0,90.0,0.0,0.0,Interested in data science,Advanced,12.0,35.0,React,Excellent,25.0,42.0,55.0,Software Engineer
Female,21,5.2,95.0,91.0,92.0,88.0,0.0,0.0,Passionate about machine learning,Advanced,18.0,50.0,Node,Excellent,30.0,45.0,58.0,Software Engineer
Male,19,3.9,75.0,78.0,65.0,70.0,2.0,1.0,Interested in web development,Intermediate,5.0,15.0,"AWS CDK, Terraform",Average,15.0,30.0,48.0,Software Engineer
Female,22,4.5,82.0,85.0,78.0,82.0,1.0,0.0,Exploring cloud computing,Intermediate,8.0,20.0,Django,Good,20.0,38.0,52.0,Software Engineer
Male,20,4.1,79.0,81.0,70.0,75.0,1.0,0.0,Focused on cybersecurity,Intermediate,6.0,18.0,"AWS CDK, Terraform",Average,18.0,33.0,50.0,Software Engineer
Female,21,5.0,90.0,89.0,90.0,85.0,0.0,0.0,Aiming for a career in AI,Advanced,15.0,40.0,Angular,Excellent,28.0,43.0,57.0,Software Engineer
Male,23,3.6,70.0,72.0,55.0,60.0,3.0,2.0,Interested in software engineering,Beginner,2.0,5.0,"AWS CDK, Terraform",Poor,10.0,25.0,45.0,Software Engineer
Female,19,4.7,85.0,87.0,82.0,80.0,0.0,0.0,Learning about blockchain,Intermediate,10.0,25.0,React,Good,22.0,40.0,54.0,Software Engineer
Male,22,4.3,80.0,83.0,75.0,78.0,1.0,0.0,Exploring game development,Intermediate,7.0,17.0,"AWS CDK, Terraform",Average,17.0,35.0,51.0,Software Engineer
Female,20,5.3,92.0,94.0,95.0,92.0,0.0,0.0,Passionate about data analysis,Advanced,19.0,55.0,Node,Excellent,32.0,47.0,59.0,Software Engineer
Male,21,3.8,73.0,75.0,60.0,65.0,2.0,1.0,Interested in mobile development,Beginner,4.0,10.0,"AWS CDK, Terraform",Poor,12.0,28.0,47.0,Software Engineer
Female,23,4.6,83.0,86.0,79.0,83.0,1.0,0.0,Exploring full-stack development,Intermediate,9.0,22.0,Django,Good,21.0,39.0,53.0,Software Engineer
Male,19,4.0,77.0,79.0,68.0,73.0,1.0,0.0,Focused on embedded systems,Intermediate,5.0,16.0,"AWS CDK, Terraform",Average,19.0,32.0,49.0,Software Engineer
Female,22,5.1,91.0,90.0,91.0,87.0,0.0,0.0,Aiming for a career in DevOps,Advanced,16.0,42.0,Angular,Excellent,29.0,44.0,58.0,Software Engineer
Male,20,3.7,71.0,73.0,57.0,62.0,3.0,2.0,Interested in networking,Beginner,3.0,7.0,"AWS CDK, Terraform",Poor,11.0,26.0,46.0,Software Engineer
Female,21,4.8,86.0,88.0,83.0,81.0,0.0,0.0,Learning about cloud security,Intermediate,11.0,26.0,React,Good,23.0,41.0,55.0,Software Engineer
Male,23,4.4,81.0,84.0,76.0,79.0,1.0,0.0,Exploring UI/UX design,Intermediate,8.0,19.0,"AWS CDK, Terraform",Average,16.0,36.0,52.0,Software Engineer
Female,19,5.4,93.0,95.0,96.0,93.0,0.0,0.0,Passionate about bioinformatics,Advanced,20.0,58.0,Node,Excellent,33.0,48.0,60.0,Software Engineer
Male,22,3.5,69.0,71.0,53.0,58.0,4.0,3.0,Interested in quantum computing,Beginner,1.0,3.0,"AWS CDK, Terraform",Poor,9.0,24.0,44.0,Software Engineer
Female,20,4.9,87.0,89.0,84.0,82.0,0.0,0.0,Learning about virtual reality,Intermediate,12.0,27.0,Django,Good,24.0,42.0,56.0,Software Engineer
Male,21,4.2,78.0,80.0,69.0,74.0,1.0,0.0,Focused on system administration,Intermediate,6.0,15.0,"AWS CDK, Terraform",Average,17.0,34.0,50.0,Software Engineer
Female,23,4.7,84.0,87.0,80.0,84.0,1.0,0.0,Exploring database management,Intermediate,10.0,23.0,Angular,Good,20.0,40.0,53.0,Software Engineer
Male,19,3.9,74.0,76.0,62.0,67.0,2.0,1.0,Interested in hardware design,Beginner,3.0,8.0,"AWS CDK, Terraform",Poor,13.0,27.0,48.0,Software Engineer
Female,22,5.0,89.0,91.0,89.0,86.0,0.0,0.0,Aiming for a career in robotics,Advanced,14.0,38.0,React,Excellent,27.0,43.0,57.0,Software Engineer
Male,20,4.3,80.0,82.0,72.0,77.0,1.0,0.0,Exploring AI ethics,Intermediate,7.0,14.0,"AWS CDK, Terraform",Average,18.0,35.0,51.0,Software Engineer
Male,20,4.8,85.0,92.0,88.0,95.0,0.0,0.0,Interested in competitive programming.,Advanced,12.0,45.0,React,Excellent,35.0,42.0,52.0,Software Engineer
Female,19,4.2,90.0,88.0,75.0,80.0,1.0,1.0,Enjoys web development and UI/UX.,Intermediate,7.0,20.0,Node,Good,20.0,35.0,55.0,Software Engineer
Male,21,3.9,78.0,82.0,65.0,70.0,2.0,2.0,Focuses on system administration.,Beginner,3.0,10.0,"AWS CDK, Terraform",Average,10.0,28.0,48.0,Software Engineer
Female,20,5.1,95.0,94.0,92.0,98.0,0.0,0.0,Passionate about data science.,Advanced,15.0,50.0,Django,Excellent,40.0,45.0,58.0,Software Engineer
Male,22,3.6,75.0,79.0,55.0,60.0,3.0,1.0,Interested in cybersecurity.,Beginner,2.0,5.0,"AWS CDK, Terraform",Poor,5.0,20.0,45.0,Software Engineer
Female,19,4.5,88.0,91.0,80.0,85.0,0.0,0.0,Likes mobile app development.,Intermediate,9.0,30.0,React,Good,25.0,38.0,50.0,Software Engineer
Male,21,4.0,80.0,85.0,70.0,75.0,1.0,0.0,Exploring cloud computing.,Intermediate,5.0,15.0,Node,Average,15.0,30.0,53.0,Software Engineer
Female,20,4.9,92.0,90.0,90.0,95.0,0.0,0.0,Dedicated to machine learning.,Advanced,14.0,48.0,Django,Excellent,38.0,43.0,57.0,Software Engineer
Male,22,3.7,76.0,80.0,60.0,65.0,4.0,2.0,Concentrating on networking.,Beginner,1.0,3.0,"AWS CDK, Terraform",Poor,3.0,18.0,42.0,Software Engineer
Female,19,4.3,89.0,87.0,78.0,82.0,0.0,0.0,Interested in front-end development.,Intermediate,8.0,25.0,Angular,Good,22.0,36.0,56.0,Software Engineer
Male,21,3.8,79.0,83.0,63.0,68.0,2.0,1.0,Focuses on backend development.,Beginner,4.0,12.0,"AWS CDK, Terraform",Average,12.0,29.0,49.0,Software Engineer
Female,20,5.0,94.0,93.0,91.0,97.0,0.0,0.0,Passionate about artificial intelligence.,Advanced,16.0,52.0,React,Excellent,40.0,46.0,59.0,Software Engineer
Male,23,3.5,74.0,78.0,50.0,55.0,5.0,3.0,Interested in embedded systems.,Beginner,0.0,2.0,"AWS CDK, Terraform",Poor,2.0,17.0,40.0,Software Engineer
Female,19,4.6,87.0,90.0,82.0,87.0,0.0,0.0,Likes full-stack development.,Intermediate,10.0,32.0,Angular,Good,26.0,39.0,51.0,Software Engineer
Male,21,4.1,81.0,86.0,68.0,73.0,1.0,0.0,Exploring database management.,Intermediate,6.0,17.0,Node,Average,16.0,31.0,54.0,Software Engineer
Female,20,4.7,93.0,91.0,89.0,94.0,0.0,0.0,Dedicated to cloud computing.,Advanced,13.0,47.0,Django,Excellent,37.0,42.0,58.0,Software Engineer
Male,22,3.9,77.0,81.0,58.0,63.0,3.0,2.0,Concentrating on network security.,Beginner,2.0,4.0,"AWS CDK, Terraform",Poor,4.0,19.0,43.0,Software Engineer
Female,19,4.4,86.0,89.0,76.0,81.0,0.0,0.0,Interested in mobile development.,Intermediate,9.0,28.0,React,Good,23.0,37.0,57.0,Software Engineer
Male,21,4.0,82.0,84.0,66.0,71.0,1.0,0.0,Exploring software engineering.,Intermediate,5.0,14.0,Node,Average,14.0,30.0,52.0,Software Engineer
Female,20,4.8,91.0,92.0,93.0,96.0,0.0,0.0,Passionate about data analysis.,Advanced,15.0,49.0,Django,Excellent,39.0,44.0,59.0,Software Engineer
Male,23,3.6,75.0,79.0,52.0,57.0,4.0,3.0,Interested in game development.,Beginner,1.0,1.0,"AWS CDK, Terraform",Poor,1.0,16.0,41.0,Software Engineer
Female,19,4.2,88.0,86.0,74.0,79.0,0.0,0.0,Interested in web design.,Intermediate,7.0,22.0,Angular,Good,21.0,35.0,55.0,Software Engineer
Male,21,3.7,80.0,84.0,62.0,67.0,2.0,1.0,Focuses on QA testing.,Beginner,3.0,11.0,"AWS CDK, Terraform",Average,11.0,28.0,48.0,Software Engineer
Female,20,4.9,90.0,91.0,94.0,99.0,0.0,0.0,Passionate about AI ethics.,Advanced,17.0,53.0,React,Excellent,40.0,47.0,60.0,Software Engineer
Male,22,3.8,76.0,80.0,56.0,61.0,3.0,2.0,Interested in hardware engineering.,Beginner,0.0,0.0,"AWS CDK, Terraform",Poor,0.0,15.0,40.0,Software Engineer
Male,20,4.8,88.0,92.0,85.0,90.0,0.0,0.0,Interested in competitive programming.,Advanced,12.0,45.0,React,Excellent,30.0,42.0,55.0,Software Engineer
